"archetype","sprite","mounts","description","ui_texture","aim_bloom_penalty","camera_offset_bonus","cooldown","cooldown_deviation_max","burst_cooldown","per_click_cooldown","range","min_elevation","accuracy_cone_width","firing_aggro_radius","pickup_reload_percentage","muzzle_velocity","ammo_capacity","burst_count","shot_count","ammo_per_depot_replenish","weapon_effects","ammo_item","inventory_texture","firing_event","name","max_accuracy_cone_width","min_accuracy_cone_width","bloom_cone_width","bloom_per_firing","bloom_per_burst","bloom_growth_rate","bloom_decay_rate","recoil_impulse","fire_suppression","ui_texture_blends","ammo_type","fire_mode","engagement_distance","cycling_sound_duration","cycling_sound","empty_sound_duration","empty_sound","price","use_looping_sound","looping_firing_sound","looping_firing_stop_sound","secret","suppressed","hot_loads","terror_damage","morale_damage","firing_morale_damage","spool_time","spool_decay","spool_decay_delay","instability","ammo_pool","vehicle_ammo_pool","auto_reload","reloadable_on_foot","refuse_mag_multiply","reload_time","reload_arm_in_time","reload_arm_out_time","reload_cancel_ready_delay","swap_time","reload_begin_sound","reload_mid_sound","reload_ammo_in_sound","reload_finished_sound","failed_reload_sound","cold_reload_finished_sound","pickup_sound","drop_sound","spooling_event","spooling_event_stop","size","pickup_radius","reload_animation","shoot_animation","no_soft_aimlock","reload_class","flags","category","bullet","delay_distance","low_arc","filename"
"ARTILLERY_WEAPON","assets/pickups/weapons/gun_thumper.json","System.Object[]","gun_37mm_topattackrocket.description","assets/ui/hud/HUD_sml_can_01.png","0","50","4","0","0.080000","1","100","-45","0","0","0.120000","100","25","5","1","4","assets/data/fx/wfx_flame_small_01.json","assets/data/pickups/ammo/pkp_ammo_37mm_ap_rocket.json","assets/ui/hud/HUD_sml_can_01.png","@{override=False; is_set=False; guid=}","gun_37mm_topattackrocket.name","0","0","0","0","0","0","0","4","0.300000","System.Object[]","AMMOTYPE_BULLET","SEMI-AUTO","50","0.500000","@{override=False; is_set=False; guid=}","0.500000","@{override=False; is_set=True; guid=}","0","False","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","False","False","False","0","0","0","0","0","0","0","75","500","False","True","False","1","0.100000","0.900000","1","2.500000","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","0","1","","","False","MAGAZINE","3","WEAPON","assets/data/pickups/weapons/bullets/b_37mm_ap_rocket.json","1","False","gun_37mm_topattackrocket.json"
"ARTILLERY_WEAPON","assets/pickups/weapons/gun_thumper.json","System.Object[]","gun_40mm_bigslug.description","assets/ui/inventory/render/inv_gun_bigslug.png","0.700000","6","0.600000","0","0","0.200000","60","0","0.650000","9","0.120000","-1","30","1","1","4","assets/data/fx/wfx_40mm_thumper.json","assets/data/pickups/ammo/pkp_ammo_40mm_he.json","assets/ui/inventory/render/inv_gun_bigslug.png","@{override=False; is_set=True; guid=}","gun_40mm_bigslug.name","180","0.100000","12","0.700000","0","0","0.600000","4","1","System.Object[]","AMMOTYPE_BULLET","BURST/AUTO","-1","0.500000","@{override=False; is_set=False; guid=}","0.500000","@{override=False; is_set=True; guid=}","0","False","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","False","False","False","0","10","6","0","0","0","4","60","90","False","True","False","6","0.100000","0.900000","1","0.400000","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","59","1","","","False","MAGAZINE","3","WEAPON","assets/data/pickups/weapons/bullets/b_40mm_he.json","0.400000","True","gun_40mm_bigslug.json"
"ARTILLERY_WEAPON","assets/pickups/weapons/temp_main.json","System.Object[]","gun_40mm_duchess.description","assets/ui/hud/HUD_main_mg_01.png","0.700000","8","0.480000","0","0","0.350000","70","-45","0.250000","0","0.120000","180","6","1","1","4","assets/data/fx/wfx_mg_main_01.json","assets/data/pickups/ammo/pkp_ammo_40mm_hedp.json","assets/ui/hud/HUD_main_mg_01.png","@{override=False; is_set=True; guid=}","gun_40mm_duchess.name","60","0.100000","12","0","1","0","2.200000","10000","0","System.Object[]","AMMOTYPE_BULLET","SEMI-AUTO","24","0.500000","@{override=False; is_set=False; guid=}","0.500000","@{override=False; is_set=True; guid=}","0","False","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","False","False","False","0","0","0","0","0","0","6","75","500","False","True","False","3","0.100000","0.900000","1","0.500000","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","271","1","","","False","MAGAZINE","3","WEAPON","assets/data/pickups/weapons/bullets/b_40mm_hedp.json","1","True","gun_40mm_duchess.json"
"ARTILLERY_WEAPON","assets/pickups/weapons/gun_milkman.json","System.Object[]","gun_40mm_milkman.description","assets/ui/inventory/render/inv_gun_milkman.png","0.700000","2","1.250000","0.250000","0","0.900000","40","0","0.650000","5","0.120000","-1","6","1","1","4","assets/data/fx/wfx_40mm_thumper.json","assets/data/pickups/ammo/pkp_ammo_40mm_he.json","assets/ui/inventory/render/inv_gun_milkman.png","@{override=False; is_set=True; guid=}","gun_40mm_milkman.name","180","0.100000","12","0.550000","0","0","0.350000","2","1","System.Object[]","AMMOTYPE_BULLET","SEMI-AUTO","-1","0.500000","@{override=False; is_set=False; guid=}","0.500000","@{override=False; is_set=True; guid=}","0","False","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","False","False","False","0","10","6","0","0","0","2","18","30","False","True","True","1.500000","0.100000","0.900000","1","0.400000","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","13","1","","","False","SINGLE_ROUND","3","WEAPON","assets/data/pickups/weapons/bullets/b_40mm_he.json","0.400000","True","gun_40mm_milkman.json"
"ARTILLERY_WEAPON","assets/pickups/weapons/gun_thumper.json","System.Object[]","gun_40mm_thumper.description","assets/ui/inventory/render/inv_gun_thumper.png","0.550000","2","1","0","0","0.200000","40","0","0.650000","5","0.120000","-1","1","1","1","4","assets/data/fx/wfx_40mm_thumper.json","assets/data/pickups/ammo/pkp_ammo_40mm_he.json","assets/ui/inventory/render/inv_gun_thumper.png","@{override=False; is_set=True; guid=}","gun_40mm_thumper.name","60","0.100000","12","0.700000","0","0","0.250000","2","1","System.Object[]","AMMOTYPE_BULLET","SEMI-AUTO","12","0.651000","@{override=False; is_set=False; guid=}","0.500000","@{override=False; is_set=True; guid=}","0","False","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","False","False","False","0","10","10","0","0","0","0","1","1","False","True","True","4","1","2","0","0.330000","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","3","1","","","False","MAGAZINE","1","WEAPON","assets/data/pickups/weapons/bullets/b_40mm_he.json","0.400000","True","gun_40mm_thumper.json"
"ARTILLERY_WEAPON","assets/pickups/weapons/gun_thumper.json","System.Object[]","gun_44mm_nematode.description","assets/ui/hud/HUD_sml_can_01.png","0.200000","1","0.400000","0","0","0.250000","100","-49.999992","3","14","0.120000","140","4","1","1","4","assets/data/fx/wfx_12ga_tet.json","assets/data/pickups/ammo/pkp_ammo_44mm_beehive.json","assets/ui/hud/HUD_sml_can_01.png","@{override=False; is_set=True; guid=}","gun_44mm_nematode.name","90","1.000000","13.999998","0.300000","0","0","0.700000","40","0","System.Object[]","AMMOTYPE_BULLET","SEMI-AUTO","9","0.500000","@{override=False; is_set=False; guid=}","0.500000","@{override=False; is_set=True; guid=}","0","False","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","False","False","False","0","0","0","0","0","0","4","8","16","False","True","False","3.300000","0.100000","0.900000","1","0.250000","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","64","1","","","False","MAGAZINE","3","WEAPON","assets/data/pickups/weapons/bullets/b_44mm_beehive.json","1","True","gun_44mm_nematode.json"
"ARTILLERY_WEAPON","assets/pickups/weapons/gun_drobac.json","System.Object[]","gun_45acp_drobac.description","assets/ui/inventory/render/inv_gun_drobac.png","0.250000","2","0.275000","0.500000","0","0.135000","40","-49.999992","1.500000","9","0.120000","-1","7","1","1","4","assets/data/fx/wfx_45acp_drobac.json","assets/data/pickups/ammo/pkp_ammo_45acp_fmj.json","assets/ui/inventory/render/inv_gun_drobac.png","@{override=False; is_set=True; guid=}","gun_45acp_drobac.name","45","1.500000","5.000000","0","0.300000","0","1","0.100000","0.020000","System.Object[]","AMMOTYPE_BULLET","SEMI-AUTO","12","0.651000","@{override=False; is_set=False; guid=}","0.500000","@{override=False; is_set=True; guid=}","0","False","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","False","False","True","0","0","0","0","0","0","0","21","0","False","True","True","1.500000","0.250000","0.775000","0.750000","0.330000","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","5","1","","","False","MAGAZINE","3","WEAPON","assets/data/pickups/weapons/bullets/b_45acp_fmj.json","1","True","gun_45acp_drobac.json"
"ARTILLERY_WEAPON","assets/pickups/weapons/gun_duiker.json","System.Object[]","gun_45acp_duiker.description","assets/ui/inventory/render/inv_gun_duiker.png","0.600000","6","1.100000","0","0","0.660000","40","-49.999992","0.500000","1","0.120000","-1","11","1","1","4","assets/data/fx/wfx_45acp_duiker.json","assets/data/pickups/ammo/pkp_ammo_45acp_fmj.json","assets/ui/inventory/render/inv_gun_duiker.png","@{override=False; is_set=True; guid=}","gun_45acp_duiker.name","45","0","6","0","0.150000","0","0.650000","0","0","System.Object[]","AMMOTYPE_BULLET","SEMI-AUTO","16","0.750000","@{override=False; is_set=True; guid=}","0.500000","@{override=False; is_set=True; guid=}","0","False","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","False","True","True","0","0","0","0","0","0","-1","100","132","False","True","False","3","0.250000","1.750000","1.500000","0.330000","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","9","1","","","False","MAGAZINE","3","WEAPON","assets/data/pickups/weapons/bullets/b_45acp_fragmenting.json","1","True","gun_45acp_duiker.json"
"ARTILLERY_WEAPON","assets/pickups/weapons/gun_graxa.json","System.Object[]","gun_45acp_graxa.description","assets/ui/inventory/render/inv_gun_senorgraxa.png","0","0","0.110000","0","0","0.200000","40","0","1.200000","2","0.120000","-1","30","1","1","4","assets/data/fx/wfx_45acp_graxa.json","assets/data/pickups/ammo/pkp_ammo_45acp_fmj.json","assets/ui/inventory/render/inv_gun_senorgraxa.png","@{override=False; is_set=False; guid=}","gun_45acp_graxa.name","45","0.660000","8.000000","0","0.275000","0","2.200000","0","0.010000","System.Object[]","AMMOTYPE_BULLET","BURST/AUTO","9","0.651000","@{override=False; is_set=False; guid=}","0.225000","@{override=False; is_set=True; guid=}","0","True","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","False","True","False","0","0","0","0","0","0","0","60","0","False","True","False","3","0.250000","1.750000","1.500000","0.330000","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","9","1","","","False","MAGAZINE","3","WEAPON","assets/data/pickups/weapons/bullets/b_45acp_fmj.json","1","True","gun_45acp_graxa.json"
"ARTILLERY_WEAPON","assets/pickups/weapons/gun_libertador.json","System.Object[]","gun_45acp_libertador.description","assets/ui/inventory/render/inv_gun_libertador.png","0.200000","0","1","0","0","1","100","-49.999992","3","4","0.120000","-1","1","1","1","4","assets/data/fx/wfx_357mag_hilfmir.json","assets/data/pickups/ammo/pkp_ammo_45acp_fmj.json","assets/ui/inventory/render/inv_gun_libertador.png","@{override=False; is_set=True; guid=}","gun_45acp_libertador.name","30","1.250000","8.000000","0.600000","0","0","1","0","0","System.Object[]","AMMOTYPE_BULLET","SEMI-AUTO","2","0.500000","@{override=False; is_set=False; guid=}","0.500000","@{override=False; is_set=True; guid=}","999999","False","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","False","False","False","0","0","0","0","0","0","-2","1","1","False","True","True","6.600000","0.100000","3","1","0.100000","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","2","1","","","False","MAGAZINE","3","WEAPON","assets/data/pickups/weapons/bullets/b_45acp_fmj.json","1","True","gun_45acp_libertador.json"
"ARTILLERY_WEAPON","assets/pickups/weapons/gun_oxhorniv.json","System.Object[]","gun_45acp_oxhorniv.description","assets/ui/inventory/render/inv_gun_oxhorniv.png","0.200000","0.500000","0.250000","0.100000","0","0.200000","40","-49.999958","1.500000","7","0.120000","60","5","1","1","4","assets/data/fx/wfx_357mag_hilfmir.json","assets/data/pickups/ammo/pkp_ammo_45acp_fmj.json","assets/ui/inventory/render/inv_gun_oxhorniv.png","@{override=False; is_set=True; guid=}","gun_45acp_oxhorniv.name","45","1.500000","6","0","0.400000","0","1.300000","1","0.020000","System.Object[]","AMMOTYPE_BULLET","SEMI-AUTO","10","0.651000","@{override=False; is_set=False; guid=}","0.225000","@{override=False; is_set=True; guid=}","0","False","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","False","False","False","0","0","0","0","0","0","-0.500000","6","0","False","True","True","0.450000","0.150000","0.300000","0.500000","0.330000","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","3","1","","","False","SINGLE_ROUND","3","WEAPON","assets/data/pickups/weapons/bullets/b_45acp_fmj.json","1","True","gun_45acp_oxhorniv.json"
"ARTILLERY_WEAPON","assets/pickups/weapons/gun_mercy.json","System.Object[]","gun_4ga_mercy.description","assets/ui/inventory/render/inv_gun_mercy.png","0.200000","0","0.300000","0","0","0.050000","40","-49.999958","0.900000","8","0.120000","-1","2","1","1","4","assets/data/fx/wfx_4ga_mercy.json","assets/data/pickups/ammo/pkp_ammo_4ga_pellet.json","assets/ui/inventory/render/inv_gun_mercy.png","@{override=False; is_set=True; guid=}","gun_4ga_mercy.name","45","0.900000","6.999999","0","0.550000","0","1","7","0.300000","System.Object[]","AMMOTYPE_BULLET","SEMI-AUTO","7","0.320000","@{override=False; is_set=False; guid=}","0.500000","@{override=False; is_set=True; guid=}","0","False","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","False","False","False","0","0","0","0","0","0","0","2","0","False","True","True","1.150000","0.150000","0.900000","0.650000","0.150000","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","8","1","","","False","SINGLE_ROUND","3","WEAPON","assets/data/pickups/weapons/bullets/b_4ga_pellet.json","1","True","gun_4ga_mercy.json"
"ARTILLERY_WEAPON","assets/pickups/weapons/gun_sipho.json","System.Object[]","gun_4ga_sipho.description","assets/ui/inventory/render/inv_gun_sipho.png","0.200000","0","0.500000","0.250000","0","0.250000","40","-49.999992","0.900000","12","0.120000","-1","4","1","1","4","assets/data/fx/wfx_4ga_sipho.json","assets/data/pickups/ammo/pkp_ammo_4ga_pellet.json","assets/ui/inventory/render/inv_gun_sipho.png","@{override=False; is_set=True; guid=}","gun_4ga_sipho.name","45","0.900000","7.000000","0","0.550000","0","1","4","0.300000","System.Object[]","AMMOTYPE_BULLET","SEMI-AUTO","8","0.500000","@{override=False; is_set=False; guid=}","0.500000","@{override=False; is_set=True; guid=}","0","False","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","False","False","True","0","0","0","0","0","0","1.500000","10","0","False","True","False","1.750000","0.100000","0.900000","1","0.250000","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","23","1","","","False","MAGAZINE","3","WEAPON","assets/data/pickups/weapons/bullets/b_4ga_pellet_narrow.json","1","True","gun_4ga_sipho.json"
"ARTILLERY_WEAPON","assets/pickups/weapons/gun_cut50.json","System.Object[]","gun_50bmg_cutfifty.description","assets/ui/inventory/render/inv_gun_cutfifty.png","0.750000","4","0.140000","0","0","0.200000","40","-49.999958","2.000000","20","0.120000","-1","100","1","1","4","assets/data/fx/wfx_50bmg_cutfifty.json","assets/data/pickups/ammo/pkp_ammo_50bmg_fmj.json","assets/ui/inventory/render/inv_gun_cutfifty.png","@{override=False; is_set=False; guid=}","gun_50bmg_cutfifty.name","60","2.000000","13.999998","0","0.250000","0","0.850000","100","0.350000","System.Object[]","AMMOTYPE_BULLET","BURST/AUTO","-1","0.651000","@{override=False; is_set=False; guid=}","0.500000","@{override=False; is_set=True; guid=}","0","True","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","False","False","True","0","0","0","0","0","0","1","200","0","False","True","False","6","2","4","0.225000","1","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","30","1","","","False","MAGAZINE","3","WEAPON","assets/data/pickups/weapons/bullets/b_50bmg-cut_fmj.json","1.500000","True","gun_50bmg_cutfifty.json"
"ARTILLERY_WEAPON","assets/pickups/weapons/gun_thumper.json","System.Object[]","gun_50bmg_kursi.description","assets/ui/hud/HUD_sml_can_01.png","0.600000","4","2.200000","0","0.025000","1.100000","100","-49.999992","0.500000","0","0.120000","0","36","6","1","4","assets/data/fx/wfx_flame_small_01.json","assets/data/pickups/ammo/pkp_ammo_50bmg_fmj.json","assets/ui/hud/HUD_sml_can_01.png","@{override=False; is_set=True; guid=}","gun_50bmg_kursi.name","12","1.000000","12","0","0.135000","0","0.600000","600","0","System.Object[]","AMMOTYPE_BULLET","SEMI-AUTO","50","0.500000","@{override=False; is_set=True; guid=}","0.500000","@{override=False; is_set=True; guid=}","0","False","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","False","False","False","0","0","0","0","0","0","2","72","144","False","True","False","3","0.100000","0.900000","1","0.500000","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","45","1","","","False","MAGAZINE","3","WEAPON","assets/data/pickups/weapons/bullets/b_50bmg_fmj.json","1","True","gun_50bmg_kursi.json"
"ARTILLERY_WEAPON","assets/pickups/weapons/gun_maedois.json","System.Object[]","gun_50bmg_maedois.description","assets/ui/inventory/render/inv_gun_maedois.png","0.750000","6","0.120000","0","0","1","100","-45","0.500000","20","0.120000","100","250","1","1","4","assets/data/fx/wfx_50bmg_maedois.json","assets/data/pickups/ammo/pkp_ammo_50bmg_fmj.json","assets/ui/inventory/render/inv_gun_maedois.png","@{override=False; is_set=True; guid=}","gun_50bmg_maedois.name","60","0.500000","10.999998","0","0.250000","0","0.850000","7","0.350000","System.Object[]","AMMOTYPE_BULLET","BURST/AUTO","50","0.500000","@{override=False; is_set=False; guid=}","0.500000","@{override=False; is_set=True; guid=}","0","True","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","False","False","False","0","0","0","0","0","0","2","250","500","False","True","False","6","0.100000","0.900000","1","1","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","55","1","","","False","MAGAZINE","3","WEAPON","assets/data/pickups/weapons/bullets/b_50bmg_fmj.json","1","True","gun_50bmg_maedois.json"
"ARTILLERY_WEAPON","assets/pickups/weapons/gun_penpal.json","System.Object[]","gun_50bmg_penpal.description","assets/ui/inventory/render/inv_gun_penpal.png","1","15","1.800000","0","0","1.300000","60","-49.999992","0.175000","20","0.120000","120","5","1","1","4","assets/data/fx/wfx_20mm_kopinski.json","assets/data/pickups/ammo/pkp_ammo_50bmg_fmj.json","assets/ui/inventory/render/inv_gun_penpal.png","@{override=False; is_set=True; guid=}","gun_50bmg_penpal.name","90","0.125000","12","0.700000","0","0","0.300000","7","0.300000","System.Object[]","AMMOTYPE_BULLET","SEMI-AUTO","50","0.500000","@{override=False; is_set=False; guid=}","0.500000","@{override=False; is_set=True; guid=}","0","False","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","False","False","False","0","0","0","0.200000","0","0","3.330000","10","30","False","True","False","5","0.100000","0.900000","1","0.500000","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","15","1","","","False","MAGAZINE","3","WEAPON","assets/data/pickups/weapons/bullets/b_50bmg_fmj.json","1","True","gun_50bmg_penpal.json"
"ARTILLERY_WEAPON","assets/pickups/weapons/gun_thumper.json","System.Object[]","gun_50mm_softbol.description","assets/ui/inventory/render/inv_gun_softbol.png","0.900000","10","2.500000","0","0","1","100","-45","1.000000","5","0.120000","-1","1","1","1","4","assets/data/fx/wfx_flame_small_01.json","assets/data/pickups/ammo/pkp_ammo_50mm_he.json","assets/ui/inventory/render/inv_gun_softbol.png","@{override=False; is_set=True; guid=}","gun_50mm_softbol.name","90","1.000000","12","1","0","0","0.125000","12","0","System.Object[]","AMMOTYPE_BULLET","SEMI-AUTO","50","0.500000","@{override=False; is_set=False; guid=}","0.500000","@{override=False; is_set=True; guid=}","0","False","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","False","False","False","0","0","0","0","0","0","1","5","30","False","True","True","4","0.100000","0.900000","1","0.700000","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","11","1","","","False","MAGAZINE","3","WEAPON","assets/data/pickups/weapons/bullets/b_50mm_he.json","1","False","gun_50mm_softbol.json"
"ARTILLERY_WEAPON","assets/pickups/weapons/gun_obrez.json","System.Object[]","gun_51mm_commander.description","assets/ui/inventory/render/inv_gun_commander50.png","0","0","0.325000","0","0","0.135000","40","-49.999992","0.250000","10","0.120000","-1","6","1","1","4","assets/data/fx/wfx_50bmg_commander.json","assets/data/pickups/ammo/pkp_ammo_51mm_rocket.json","assets/ui/inventory/render/inv_gun_commander50.png","@{override=False; is_set=True; guid=}","gun_51mm_commander.name","45","0","4.000000","0.450000","0","0","0.600000","0.100000","0.400000","System.Object[]","AMMOTYPE_BULLET","SEMI-AUTO","10","0.651000","@{override=False; is_set=False; guid=}","0.500000","@{override=False; is_set=True; guid=}","0","False","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","False","False","True","0","25","0","0","0","0","0","250","200","False","True","True","2.250000","0.250000","0.775000","1.150000","0.330000","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=True; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","@{override=False; is_set=False; guid=}","6","1","","","False","MAGAZINE","3","WEAPON","assets/data/pickups/weapons/bullets/b_51_rocket.json","0.100000","True","gun_51mm_commander.json"
